utcTimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,BasebandCn0DbHz,FullInterSignalBiasNanos,FullInterSignalBiasUncertaintyNanos,SatelliteInterSignalBiasNanos,SatelliteInterSignalBiasUncertaintyNanos,CodeType,ChipsetElapsedRealtimeNanos,IsFullTracking
1732153415000,26479000000,,700841.0444234725,-1416188606521999872,0.0,146.9093034287691,1179.664325059025,0.0,0,15,0.0,16431,351832924099750,487,21.09000015258789,683.8869810281863,0.14999,16,0.0,0.0,1575420030,,,,0,0.4878220302067371,1,6.0,21.09000015258789,0.0,0.0,0.0,66.7128,C,32299092000000,
1732153415000,26479000000,,700841.0444234725,-1416188606521999872,0.0,146.9093034287691,1179.664325059025,0.0,0,30,0.0,16431,351832923660019,797,19.976999282836914,958.6359684447862,0.14999,16,0.0,0.0,1575420030,,,,0,0.0,1,6.0,19.976999282836914,0.0,0.0,0.0,66.7128,C,32299092000000,
1732153415000,26479000000,,700841.0444234725,-1416188606521999872,0.0,146.9093034287691,1179.664325059025,0.0,0,13,0.0,16431,351832927147672,797,22.820999145507812,858.1070174444453,0.14999,16,0.0,0.0,1575420030,,,,0,6.817560964762867,1,6.0,22.820999145507812,0.0,0.0,0.0,66.7128,C,32299092000000,
1732153415000,26479000000,,700841.0444234725,-1416188606521999872,0.0,146.9093034287691,1179.664325059025,0.0,0,12,0.0,17,537353,797,14.600000381469727,-190.13571418324904,0.14999,16,0.0,0.0,1575420030,,,,0,0.0,1,6.0,14.600000381469727,0.0,0.0,0.0,66.7128,C,32299092000000,
1732153415000,26479000000,,700841.0444234725,-1416188606521999872,0.0,146.9093034287691,1179.664325059025,0.0,0,4,0.0,16431,351832912993582,487,19.399999618530273,219.07847123092262,0.14999,16,0.0,0.0,1575420030,,,,0,3.2653123212385857,6,6.0,19.399999618530273,0.0,0.0,-47.367579603891244,66.7128,C,32299092000000,
1732153415000,26479000000,,700841.0444234725,-1416188606521999872,0.0,146.9093034287691,1179.664325059025,0.0,0,6,0.0,16431,351832922383096,797,18.729999542236328,-290.16955784203424,0.14999,16,0.0,0.0,1575420030,,,,0,0.0,1,6.0,18.729999542236328,0.0,0.0,0.0,66.7128,C,32299092000000,
1732153416000,27479000000,,700793.0945847877,-1416188606521999872,0.0,147.19634180689258,1183.606855644269,0.0,0,15,0.0,16431,351833924097464,487,21.142000198364258,685.3103275256285,0.14999,16,0.0,0.0,1575420030,,,,0,5.718251117812889,1,6.0,21.142000198364258,0.0,0.0,0.0,66.7128,C,32300092000000,
1732153416000,27479000000,,700793.0945847877,-1416188606521999872,0.0,147.19634180689258,1183.606855644269,0.0,0,30,0.0,16431,351833923656819,487,19.895999908447266,960.0429151213061,0.14999,16,0.0,0.0,1575420030,,,,0,0.0,1,6.0,19.895999908447266,0.0,0.0,0.0,66.7128,C,32300092000000,
1732153416000,27479000000,,700793.0945847877,-1416188606521999872,0.0,147.19634180689258,1183.606855644269,0.0,0,13,0.0,16431,351833927144806,487,22.820999145507812,859.5827225769568,0.14999,16,0.0,0.0,1575420030,,,,0,6.817560964762867,1,6.0,22.820999145507812,0.0,0.0,0.0,66.7128,C,32300092000000,
1732153416000,27479000000,,700793.0945847877,-1416188606521999872,0.0,147.19634180689258,1183.606855644269,0.0,0,12,0.0,17,537986,487,16.405000686645508,-188.47338559281977,0.14999,16,0.0,0.0,1575420030,,,,0,0.0,1,6.0,16.405000686645508,0.0,0.0,0.0,66.7128,C,32300092000000,
