# Agc,utcTimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,AgcDb,CarrierFrequencyHz,ConstellationType
# 
Status,1732151048374,29,20,6,19,1575420030,0.00,250.0,50.0,0,0,0,0.0
Status,1732151048374,29,21,6,27,1575420030,0.00,60.0,37.0,0,0,0,0.0
Status,1732151048374,29,22,6,29,1575420030,0.00,192.0,30.0,0,0,0,0.0
Status,1732151048374,29,23,6,13,1575420030,0.00,124.0,24.0,0,0,0,0.0
Status,1732151048374,29,24,6,15,1575420030,0.00,68.0,23.0,0,0,0,0.0
Status,1732151048374,29,25,6,4,1575420030,0.00,315.0,20.0,0,0,0,0.0
Status,1732151048374,29,26,6,26,1575420030,0.00,169.0,2.0,0,0,0,0.0
Status,1732151048374,29,27,6,6,1575420030,0.00,329.0,1.0,0,0,0,0.0
Status,1732151048374,29,28,6,34,1575420030,0.00,24.0,1.0,0,0,0,0.0
Fix,GPS,37.4249500000,-122.1584966667,-0.6999999999999993,0.0,5.6,0.0,1732151049375,1.9,92.5,29933471000000,67.5,0,,,
Raw,1732151049374,28514000000,,29837708.59238894,-1416186238860000256,0.0,146.04432005843142,1412.0057988344122,0.0,0,13,0.0,16431,349467304063718,797,22.676000595092773,695.9945088768146,0.14999,16,0.0,0.0,1575420030,,,,0,3.673119573150947,1,6.0,22.676000595092773,0.0,0.0,0.0,66.7128,C,29933471000000,
Raw,1732151049374,28514000000,,29837708.59238894,-1416186238860000256,0.0,146.04432005843142,1412.0057988344122,0.0,0,8,0.0,17,382593,797,5.0,923.0716619210501,0.14999,16,0.0,0.0,1605374980,,,,0,1.240190352892221,3,6.0,17.0,0.0,0.0,-9.278575228483438,66.7128,C,29933471000000,
Raw,1732151049374,28514000000,,29837708.59238894,-1416186238860000256,0.0,146.04432005843142,1412.0057988344122,0.0,0,11,0.0,17,966386,235,18.200000762939453,-52.99294345954337,0.14999,16,0.0,0.0,1602000000,,,,0,15.85028432563308,3,6.0,18.200000762939453,0.0,0.0,-9.278575228483438,66.7128,C,29933471000000,
Raw,1732151049374,28514000000,,29837708.59238894,-1416186238860000256,0.0,146.04432005843142,1412.0057988344122,0.0,0,15,0.0,16431,349467299494085,487,20.06599998474121,489.1226148378813,0.14999,16,0.0,0.0,1575420030,,,,0,2.004753593333359,1,6.0,20.06599998474121,0.0,0.0,0.0,66.7128,C,29933471000000,
Raw,1732151049374,28514000000,,29837708.59238894,-1416186238860000256,0.0,146.04432005843142,1412.0057988344122,0.0,0,7,0.0,16431,349467293054200,797,16.7549991607666,1028.0686289724301,0.14999,16,0.0,0.0,1575420030,,,,0,0.5630250076728718,1,6.0,16.7549991607666,0.0,0.0,0.0,66.7128,C,29933471000000,
Raw,1732151049374,28514000000,,29837708.59238894,-1416186238860000256,0.0,146.04432005843142,1412.0057988344122,0.0,0,30,0.0,16431,349467301640159,1797,14.600000381469727,872.8012569908441,0.14999,16,0.0,0.0,1575420030,,,,0,0.0,1,6.0,14.600000381469727,0.0,0.0,0.0,66.7128,C,29933471000000,
Fix,FLP,37.4249196000,-122.1585224000,5.400000095367432,0.2791337,5.542,0.000000021319996,1732151049623,1.9,92.5,29933471000000,15.574592,0,,,
Status,1732151049375,29,0,1,17,1575420030,0.00,122.0,79.0,0,0,0,0.0
Status,1732151049375,29,1,1,22,1575420030,0.00,358.0,68.0,0,0,0,0.0
Status,1732151049375,29,2,1,14,1575420030,0.00,44.0,57.0,0,0,0,0.0
Status,1732151049375,29,3,1,19,1575420030,0.00,198.0,54.0,0,0,0,0.0
Status,1732151049375,29,4,1,13,1575420030,24.20,244.0,52.0,1,0,0,19.2
Status,1732151049375,29,5,2,133,1575420030,0.00,191.0,45.0,0,0,0,0.0
Status,1732151049375,29,6,1,30,1575420030,19.60,127.0,42.0,1,0,0,14.6
Status,1732151049375,29,7,1,15,1575420030,25.10,282.0,31.0,1,0,0,20.1
Status,1732151049375,29,8,1,2,1575420030,0.00,53.0,19.0,0,0,0,0.0
Status,1732151049375,29,9,1,24,1575420030,0.00,312.0,11.0,0,0,0,0.0
Status,1732151049375,29,10,1,7,1575420030,21.90,128.0,10.0,1,0,0,16.9
Status,1732151049375,29,11,1,21,1575420030,0.00,38.0,8.0,0,0,0,0.0
Status,1732151049375,29,12,1,6,1575420030,0.00,165.0,6.0,0,0,0,0.0
Status,1732151049375,29,13,3,20,1602000000,0.00,124.0,47.0,0,0,0,0.0
Status,1732151049375,29,14,3,9,1602000000,0.00,72.0,37.0,0,0,0,0.0
Status,1732151049375,29,15,3,8,1602000000,23.10,253.0,28.0,1,0,0,18.1
Status,1732151049375,29,16,3,19,1602000000,0.00,39.0,28.0,0,0,0,0.0
Status,1732151049375,29,17,3,11,1602000000,34.70,304.0,23.0,0,0,0,29.7
Status,1732151049375,29,18,3,17,1602000000,24.90,0.0,0.0,0,0,0,19.9
Status,1732151049375,29,19,6,21,1575420030,0.00,330.0,67.0,0,0,0,0.0
Status,1732151049375,29,20,6,19,1575420030,0.00,250.0,50.0,0,0,0,0.0
Status,1732151049375,29,21,6,27,1575420030,0.00,60.0,37.0,0,0,0,0.0
Status,1732151049375,29,22,6,29,1575420030,0.00,192.0,30.0,0,0,0,0.0
Status,1732151049375,29,23,6,13,1575420030,0.00,124.0,24.0,0,0,0,0.0
Status,1732151049375,29,24,6,15,1575420030,0.00,68.0,23.0,0,0,0,0.0
Status,1732151049375,29,25,6,4,1575420030,0.00,315.0,20.0,0,0,0,0.0
Status,1732151049375,29,26,6,26,1575420030,0.00,169.0,2.0,0,0,0,0.0
Status,1732151049375,29,27,6,6,1575420030,0.00,329.0,1.0,0,0,0,0.0
Status,1732151049375,29,28,6,34,1575420030,0.00,24.0,1.0,0,0,0,0.0
Fix,GPS,37.4249616667,-122.1585000000,-0.6999999999999993,0.0,5.7,0.0,1732151050375,1.9,102.7,29934471000000,68.0,0,,,
Fix,FLP,37.4249397000,-122.1585127000,5.400000095367432,0.3217163,5.571,0.000000011745712,1732151050623,1.9,102.7,29934471000000,13.790476,0,,,
Raw,1732151050375,29514000000,,29706784.685023665,-1416186238861000192,0.0,146.902279526618,1414.5989510480938,0.0,0,13,0.0,16431,349468305061426,487,19.17799949645996,697.0237950879591,0.14999,16,0.0,0.0,1575420030,,,,0,0.8010094736670279,1,6.0,19.17799949645996,0.0,0.0,0.0,66.7128,C,29934471000000,
Raw,1732151050375,29514000000,,29706784.685023665,-1416186238861000192,0.0,146.902279526618,1414.5989510480938,0.0,0,8,0.0,17,379530,797,5.0,922.7220659945325,0.14999,16,0.0,0.0,1605374980,,,,0,0.0,3,6.0,15.0,0.0,0.0,-9.278575228483438,66.7128,C,29934471000000,
Raw,1732151050375,29514000000,,29706784.685023665,-1416186238861000192,0.0,146.902279526618,1414.5989510480938,0.0,0,11,0.0,17,966557,74,18.1299991607666,-52.826640634473634,0.14999,16,0.0,0.0,1602000000,,,,0,16.633204503714573,3,6.0,18.1299991607666,0.0,0.0,-9.278575228483438,66.7128,C,29934471000000,
Raw,1732151050375,29514000000,,29706784.685023665,-1416186238861000192,0.0,146.902279526618,1414.5989510480938,0.0,0,15,0.0,16431,349468300492435,487,20.07900047302246,489.6163284269507,0.14999,16,0.0,0.0,1575420030,,,,0,2.786034050126206,1,6.0,20.07900047302246,0.0,0.0,0.0,66.7128,C,29934471000000,
Raw,1732151050375,29514000000,,29706784.685023665,-1416186238861000192,0.0,146.902279526618,1414.5989510480938,0.0,0,7,0.0,16431,349468294050769,487,16.868999481201172,1029.3547837668027,0.14999,16,0.0,0.0,1575420030,,,,0,0.5630250076728718,1,6.0,16.868999481201172,0.0,0.0,0.0,66.7128,C,29934471000000,
Raw,1732151050375,29514000000,,29706784.685023665,-1416186238861000192,0.0,146.902279526618,1414.5989510480938,0.0,0,30,0.0,16431,349468302637246,1797,14.600000381469727,873.7758616461088,0.14999,16,0.0,0.0,1575420030,,,,0,0.0,1,6.0,14.600000381469727,0.0,0.0,0.0,66.7128,C,29934471000000,
Fix,FLP,37.4249492000,-122.1585079000,5.400000095367432,0.33239254,5.616,0.000000008683678,1732151051163,1.9,102.7,29935011000000,12.568044,0,,,
Fix,NLP,37.4257234000,-122.1580906000,5.400000095367432,,60.0,,1732151051163,,,29935011000000,8.913918,0,,,
Status,1732151050375,29,0,1,17,1575420030,0.00,122.0,79.0,0,0,0,0.0
Status,1732151050375,29,1,1,22,1575420030,0.00,358.0,68.0,0,0,0,0.0
Status,1732151050375,29,2,1,14,1575420030,0.00,44.0,57.0,0,0,0,0.0
Status,1732151050375,29,3,1,19,1575420030,25.80,198.0,54.0,1,0,0,20.8
Status,1732151050375,29,4,1,13,1575420030,27.70,244.0,52.0,1,0,0,22.7
Status,1732151050375,29,5,2,133,1575420030,0.00,191.0,45.0,0,0,0,0.0
Status,1732151050375,29,6,1,30,1575420030,17.10,127.0,42.0,1,0,0,12.1
Status,1732151050375,29,7,1,15,1575420030,25.10,282.0,31.0,1,0,0,20.1
Status,1732151050375,29,8,1,2,1575420030,0.00,53.0,19.0,0,0,0,0.0
Status,1732151050375,29,9,1,24,1575420030,0.00,312.0,11.0,0,0,0,0.0
Status,1732151050375,29,10,1,7,1575420030,22.00,128.0,10.0,1,0,0,17.0
Status,1732151050375,29,11,1,21,1575420030,0.00,38.0,8.0,0,0,0,0.0
Status,1732151050375,29,12,1,6,1575420030,0.00,165.0,6.0,0,0,0,0.0
Status,1732151050375,29,13,3,20,1602000000,0.00,124.0,47.0,0,0,0,0.0
Status,1732151050375,29,14,3,9,1602000000,0.00,72.0,37.0,0,0,0,0.0
Status,1732151050375,29,15,3,8,1602000000,23.10,253.0,28.0,1,0,0,18.1
Status,1732151050375,29,16,3,19,1602000000,0.00,39.0,28.0,0,0,0,0.0
Status,1732151050375,29,17,3,11,1602000000,34.60,304.0,23.0,0,0,0,29.599998
Status,1732151050375,29,18,3,17,1602000000,25.70,0.0,0.0,0,0,0,20.7
Status,1732151050375,29,19,6,21,1575420030,0.00,330.0,67.0,0,0,0,0.0
Status,1732151050375,29,20,6,19,1575420030,0.00,250.0,50.0,0,0,0,0.0
Status,1732151050375,29,21,6,27,1575420030,0.00,60.0,37.0,0,0,0,0.0
Status,1732151050375,29,22,6,29,1575420030,0.00,192.0,30.0,0,0,0,0.0
Status,1732151050375,29,23,6,13,1575420030,0.00,124.0,24.0,0,0,0,0.0
Status,1732151050375,29,24,6,15,1575420030,0.00,68.0,23.0,0,0,0,0.0
Status,1732151050375,29,25,6,4,1575420030,0.00,315.0,20.0,0,0,0,0.0
Status,1732151050375,29,26,6,26,1575420030,0.00,169.0,2.0,0,0,0,0.0
Status,1732151050375,29,27,6,6,1575420030,0.00,329.0,1.0,0,0,0,0.0
Status,1732151050375,29,28,6,34,1575420030,0.00,24.0,1.0,0,0,0,0.0
Fix,GPS,37.4249800000,-122.1585150000,-0.5,0.0,5.9,0.0,1732151051375,1.9,111.2,29935471000000,68.2,0,,,
Fix,FLP,37.4249605000,-122.1585103000,5.400000095367432,0.34884453,5.657,0.0,1732151051623,1.9,111.2,29935471000000,11.853222,0,,,
Raw,1732151051376,30514000000,,31714667.084787037,-1416186238862000128,0.0,147.67890424380872,1415.132691852381,0.0,0,13,0.0,16431,349469306059159,396,22.73200035095215,697.3593177698317,0.14999,16,0.0,0.0,1575420030,,,,0,6.703432194736244,1,6.0,22.73200035095215,0.0,0.0,0.0,66.7128,C,29935471000000,
Raw,1732151051376,30514000000,,31714667.084787037,-1416186238862000128,0.0,147.67890424380872,1415.132691852381,0.0,0,19,0.0,16431,349469305738237,487,20.774999618530273,-36.602727795634706,0.14999,16,0.0,0.0,1575420030,,,,0,3.502802554700355,1,6.0,20.774999618530273,0.0,0.0,0.0,66.7128,C,29935471000000,
Raw,1732151051376,30514000000,,31714667.084787037,-1416186238862000128,0.0,147.67890424380872,1415.132691852381,0.0,0,8,0.0,17,376438,487,5.0,923.9327949231451,0.14999,16,0.0,0.0,1605374980,,,,0,1.0573227640948248,3,6.0,18.0,0.0,0.0,-8.389672499282048,66.7128,C,29935471000000,
Raw,1732151051376,30514000000,,31714667.084787037,-1416186238862000128,0.0,147.67890424380872,1415.132691852381,0.0,0,11,0.0,17,966728,74,18.128000259399414,-52.053332497899355,0.14999,16,0.0,0.0,1602000000,,,,0,16.4879521281968,3,6.0,18.128000259399414,0.0,0.0,-8.389672499282048,66.7128,C,29935471000000,
Raw,1732151051376,30514000000,,31714667.084787037,-1416186238862000128,0.0,147.67890424380872,1415.132691852381,0.0,0,15,0.0,16431,349469301490875,487,20.115999221801758,489.70710817222607,0.14999,16,0.0,0.0,1575420030,,,,0,3.5883785142858544,1,6.0,20.115999221801758,0.0,0.0,0.0,66.7128,C,29935471000000,
Raw,1732151051376,30514000000,,31714667.084787037,-1416186238862000128,0.0,147.67890424380872,1415.132691852381,0.0,0,7,0.0,16431,349469295047335,487,16.97800064086914,1029.3988263453703,0.14999,16,0.0,0.0,1575420030,,,,0,0.5630250076728718,1,6.0,16.97800064086914,0.0,0.0,0.0,66.7128,C,29935471000000,
Raw,1732151051376,30514000000,,31714667.084787037,-1416186238862000128,0.0,147.67890424380872,1415.132691852381,0.0,0,30,0.0,16431,349469303634296,1797,12.100000381469727,874.4051873520967,0.14999,16,0.0,0.0,1575420030,,,,0,0.0,1,6.0,12.100000381469727,0.0,0.0,0.0,66.7128,C,29935471000000,
Status,1732151051375,29,0,1,17,1575420030,0.00,122.0,79.0,0,0,0,0.0
Status,1732151051375,29,1,1,22,1575420030,0.00,358.0,68.0,0,0,0,0.0
Status,1732151051375,29,2,1,14,1575420030,0.00,44.0,57.0,0,0,0,0.0
Status,1732151051375,29,3,1,19,1575420030,27.70,198.0,54.0,1,0,0,22.7
Status,1732151051375,29,4,1,13,1575420030,27.60,244.0,52.0,1,0,0,22.6
Status,1732151051375,29,5,2,133,1575420030,0.00,191.0,45.0,0,0,0,0.0
Status,1732151051375,29,6,1,30,1575420030,17.10,127.0,42.0,1,0,0,12.1
Status,1732151051375,29,7,1,15,1575420030,25.10,282.0,31.0,1,0,0,20.1
Status,1732151051375,29,8,1,2,1575420030,0.00,53.0,19.0,0,0,0,0.0
Status,1732151051375,29,9,1,24,1575420030,0.00,312.0,11.0,0,0,0,0.0
Status,1732151051375,29,10,1,7,1575420030,26.50,128.0,10.0,1,0,0,21.5
Status,1732151051375,29,11,1,21,1575420030,0.00,38.0,8.0,0,0,0,0.0
Status,1732151051375,29,12,1,6,1575420030,0.00,165.0,6.0,0,0,0,0.0
Status,1732151051375,29,13,3,20,1602000000,0.00,124.0,47.0,0,0,0,0.0
Status,1732151051375,29,14,3,9,1602000000,0.00,72.0,37.0,0,0,0,0.0
Status,1732151051375,29,15,3,8,1602000000,26.70,253.0,28.0,1,0,0,21.7
Status,1732151051375,29,16,3,19,1602000000,0.00,39.0,28.0,0,0,0,0.0
Status,1732151051375,29,17,3,11,1602000000,26.80,304.0,23.0,0,0,0,21.8
Status,1732151051375,29,18,3,17,1602000000,34.70,0.0,0.0,0,0,0,29.7
Status,1732151051375,29,19,6,21,1575420030,0.00,330.0,67.0,0,0,0,0.0
Status,1732151051375,29,20,6,19,1575420030,0.00,250.0,50.0,0,0,0,0.0
Status,1732151051375,29,21,6,27,1575420030,0.00,60.0,37.0,0,0,0,0.0
Status,1732151051375,29,22,6,29,1575420030,0.00,192.0,30.0,0,0,0,0.0
Status,1732151051375,29,23,6,13,1575420030,0.00,124.0,24.0,0,0,0,0.0
Status,1732151051375,29,24,6,15,1575420030,0.00,68.0,23.0,0,0,0,0.0
Status,1732151051375,29,25,6,4,1575420030,0.00,315.0,20.0,0,0,0,0.0
Status,1732151051375,29,26,6,26,1575420030,0.00,169.0,2.0,0,0,0,0.0
Status,1732151051375,29,27,6,6,1575420030,0.00,329.0,1.0,0,0,0,0.0
Status,1732151051375,29,28,6,34,1575420030,0.00,24.0,1.0,0,0,0,0.0
Fix,GPS,37.4250100000,-122.1584850000,-0.5999999999999979,0.0,5.9,0.0,1732151052378,1.8,100.6,29936471000000,68.2,0,,,
Raw,1732151052376,31514000000,,31085398.419195723,-1416186238862000128,0.0,147.41801463184552,1417.0045283062072,0.0,0,13,0.0,16431,349470306056823,487,22.61400032043457,697.9463198586518,0.14999,16,0.0,0.0,1575420030,,,,0,2.8789321510414765,1,6.0,22.61400032043457,0.0,0.0,0.0,66.7128,C,29936471000000,
Raw,1732151052376,31514000000,,31085398.419195723,-1416186238862000128,0.0,147.41801463184552,1417.0045283062072,0.0,0,19,0.0,16431,349470305738402,487,22.695999145507812,-35.839508934127984,0.14999,16,0.0,0.0,1575420030,,,,0,6.643735123747001,1,6.0,22.695999145507812,0.0,0.0,0.0,66.7128,C,29936471000000,
Raw,1732151052376,31514000000,,31085398.419195723,-1416186238862000128,0.0,147.41801463184552,1417.0045283062072,0.0,0,8,0.0,17,373358,487,5.0,926.3150440562174,0.14999,16,0.0,0.0,1605374980,,,,0,6.7700035039091215,3,6.0,18.0,0.0,0.0,21.67830050103189,66.7128,C,29936471000000,
Raw,1732151052376,31514000000,,31085398.419195723,-1416186238862000128,0.0,147.41801463184552,1417.0045283062072,0.0,0,11,0.0,17,966902,487,21.700000762939453,-52.40996982001319,0.14999,16,0.0,0.0,1602000000,,,,0,6.916182784143405,3,6.0,21.700000762939453,0.0,0.0,21.67830050103189,66.7128,C,29936471000000,
Raw,1732151052376,31514000000,,31085398.419195723,-1416186238862000128,0.0,147.41801463184552,1417.0045283062072,0.0,0,15,0.0,16431,349470301489208,487,20.05299949645996,490.5978553862308,0.14999,16,0.0,0.0,1575420030,,,,0,0.19335689379260934,1,6.0,20.05299949645996,0.0,0.0,0.0,66.7128,C,29936471000000,
Raw,1732151052376,31514000000,,31085398.419195723,-1416186238862000128,0.0,147.41801463184552,1417.0045283062072,0.0,0,7,0.0,16431,349470295043916,797,21.48699951171875,1029.506424037314,0.14999,16,0.0,0.0,1575420030,,,,0,4.705534863585873,1,6.0,21.48699951171875,0.0,0.0,0.0,66.7128,C,29936471000000,
Raw,1732151052376,31514000000,,31085398.419195723,-1416186238862000128,0.0,147.41801463184552,1417.0045283062072,0.0,0,30,0.0,16431,349470303631377,1797,12.100000381469727,875.3815574271773,0.14999,16,0.0,0.0,1575420030,,,,0,0.0,1,6.0,12.100000381469727,0.0,0.0,0.0,66.7128,C,29936471000000,
Fix,FLP,37.4249823000,-122.1585003000,5.400000095367432,0.38830772,5.714,0.000000015158676,1732151052623,1.8,100.6,29936471000000,13.221571,0,,,
Status,1732151052378,29,0,1,17,1575420030,0.00,122.0,79.0,0,0,0,0.0
Status,1732151052378,29,1,1,22,1575420030,0.00,358.0,68.0,0,0,0,0.0
Status,1732151052378,29,2,1,14,1575420030,0.00,44.0,57.0,0,0,0,0.0
Status,1732151052378,29,3,1,19,1575420030,27.70,198.0,54.0,1,0,0,22.7
Status,1732151052378,29,4,1,13,1575420030,34.40,244.0,52.0,1,0,0,29.400002
Status,1732151052378,29,5,2,133,1575420030,0.00,191.0,45.0,0,0,0,0.0
Status,1732151052378,29,6,1,30,1575420030,21.50,127.0,42.0,1,0,0,16.5
Status,1732151052378,29,7,1,15,1575420030,25.10,282.0,31.0,1,0,0,20.1
Status,1732151052378,29,8,1,2,1575420030,0.00,53.0,19.0,0,0,0,0.0
Status,1732151052378,29,9,1,24,1575420030,0.00,312.0,11.0,0,0,0,0.0
Status,1732151052378,29,10,1,7,1575420030,26.50,128.0,10.0,1,0,0,21.5
Status,1732151052378,29,11,1,21,1575420030,0.00,38.0,8.0,0,0,0,0.0
Status,1732151052378,29,12,1,6,1575420030,0.00,165.0,6.0,0,0,0,0.0
Status,1732151052378,29,13,3,20,1602000000,0.00,124.0,47.0,0,0,0,0.0
Status,1732151052378,29,14,3,9,1602000000,0.00,72.0,37.0,0,0,0,0.0
Status,1732151052378,29,15,3,8,1602000000,24.10,253.0,28.0,1,0,0,19.1
Status,1732151052378,29,16,3,19,1602000000,0.00,39.0,28.0,0,0,0,0.0
Status,1732151052378,29,17,3,11,1602000000,24.30,304.0,23.0,0,0,0,19.3
Status,1732151052378,29,18,3,17,1602000000,28.20,0.0,0.0,0,0,0,23.2
Status,1732151052378,29,19,6,21,1575420030,0.00,330.0,67.0,0,0,0,0.0
Status,1732151052378,29,20,6,19,1575420030,0.00,250.0,50.0,0,0,0,0.0
Status,1732151052378,29,21,6,27,1575420030,0.00,60.0,37.0,0,0,0,0.0
Status,1732151052378,29,22,6,29,1575420030,0.00,192.0,30.0,0,0,0,0.0
Status,1732151052378,29,23,6,13,1575420030,0.00,124.0,24.0,0,0,0,0.0
Status,1732151052378,29,24,6,15,1575420030,0.00,68.0,23.0,0,0,0,0.0
Status,1732151052378,29,25,6,4,1575420030,0.00,315.0,20.0,0,0,0,0.0
Status,1732151052378,29,26,6,26,1575420030,0.00,169.0,2.0,0,0,0,0.0
Status,1732151052378,29,27,6,6,1575420030,0.00,329.0,1.0,0,0,0,0.0
Status,1732151052378,29,28,6,34,1575420030,0.00,24.0,1.0,0,0,0,0.0
Fix,GPS,37.4250366667,-122.1584600000,-0.5999999999999979,0.0,5.8,0.0,1732151053381,1.8,83.4,29937471000000,66.8,0,,,
Raw,1732151053380,32514000000,,999459.6620239193,-1416186238866999808,0.0,131.96147259227024,1419.1893224905753,0.0,0,13,0.0,16431,349471311054528,235,29.4060001373291,698.4332505189544,0.14999,16,0.0,0.0,1575420030,,,,0,15.819096178522653,1,6.0,29.4060001373291,0.0,0.0,0.0,66.7128,C,29937471000000,
Raw,1732151053380,32514000000,,999459.6620239193,-1416186238866999808,0.0,131.96147259227024,1419.1893224905753,0.0,0,19,0.0,16431,349471310738520,797,22.695999145507812,-34.67349560407589,0.14999,16,0.0,0.0,1575420030,,,,0,6.643735123747001,1,6.0,22.695999145507812,0.0,0.0,0.0,66.7128,C,29937471000000,
Raw,1732151053380,32514000000,,999459.6620239193,-1416186238866999808,0.0,131.96147259227024,1419.1893224905753,0.0,0,8,0.0,17,370290,487,5.0,927.6878965000486,0.14999,16,0.0,0.0,1605374980,,,,0,2.7745117539796524,3,6.0,19.0,0.0,0.0,39.315902102482006,66.7128,C,29937471000000,
Raw,1732151053380,32514000000,,999459.6620239193,-1416186238866999808,0.0,131.96147259227024,1419.1893224905753,0.0,0,11,0.0,17,967075,487,19.100000381469727,-51.71638652677592,0.14999,16,0.0,0.0,1602000000,,,,0,3.1029326800306842,3,6.0,19.100000381469727,0.0,0.0,39.315902102482006,66.7128,C,29937471000000,
Raw,1732151053380,32514000000,,999459.6620239193,-1416186238866999808,0.0,131.96147259227024,1419.1893224905753,0.0,0,15,0.0,16431,349471306487547,487,20.066999435424805,490.8793933884666,0.14999,16,0.0,0.0,1575420030,,,,0,2.786034050126206,1,6.0,20.066999435424805,0.0,0.0,0.0,66.7128,C,29937471000000,
Raw,1732151053380,32514000000,,999459.6620239193,-1416186238866999808,0.0,131.96147259227024,1419.1893224905753,0.0,0,7,0.0,16431,349471300040481,487,21.48699951171875,1029.901413491936,0.14999,16,0.0,0.0,1575420030,,,,0,4.705534863585873,1,6.0,21.48699951171875,0.0,0.0,0.0,66.7128,C,29937471000000,
Raw,1732151053380,32514000000,,999459.6620239193,-1416186238866999808,0.0,131.96147259227024,1419.1893224905753,0.0,0,30,0.0,16431,349471308628430,797,16.535999298095703,875.8948300094714,0.14999,16,0.0,0.0,1575420030,,,,0,0.0,1,6.0,16.535999298095703,0.0,0.0,0.0,66.7128,C,29937471000000,
Fix,FLP,37.4250078000,-122.1584833000,5.400000095367432,0.43511704,5.742,0.000000011974406,1732151053623,1.8,83.4,29937471000000,13.286942,0,,,
